qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_formatted,q1_milliseconds,q2_formatted,q2_milliseconds,q3_formatted,q3_milliseconds
1099,69,4,4,1,5,01:31.0,01:30.4,01:30.4,01:30.976,90976,01:30.357,90357,01:30.371,90371
1100,69,21,4,2,6,01:31.7,01:30.3,01:30.6,01:31.696,91696,01:30.306,90306,01:30.599,90599
1101,69,18,11,12,7,01:30.8,01:30.3,01:31.0,01:30.847,90847,01:30.268,90268,01:30.992,90992
1102,69,22,11,11,8,01:32.0,01:30.6,01:31.5,01:31.972,91972,01:30.598,90598,01:31.478,91478
1103,69,2,2,16,9,01:31.8,01:30.5,01:31.5,01:31.811,91811,01:30.470,90470,01:31.513,91513
1104,69,3,3,10,10,01:30.6,01:30.3,01:31.9,01:30.585,90585,01:30.321,90321,01:31.856,91856
1105,69,8,1,3,11,01:32.1,01:30.8,\N,01:32.080,92080,01:30.827,90827,,
1106,69,9,2,17,12,01:31.2,01:31.1,\N,01:31.204,91204,01:31.094,91094,,
1107,69,37,1,4,13,01:31.6,01:31.3,\N,01:31.581,91581,01:31.254,91254,,
1108,69,17,3,9,14,01:31.6,01:31.3,\N,01:31.647,91647,01:31.276,91276,,
1109,69,24,5,20,15,01:31.7,01:31.9,\N,01:31.741,91741,01:31.943,91943,,
1110,69,27,14,19,16,01:32.2,01:33.8,\N,01:32.221,92221,01:33.750,93750,,
1111,69,14,9,14,17,01:32.3,\N,\N,01:32.252,92252,,,,
1112,69,38,9,15,18,01:32.4,\N,\N,01:32.402,92402,,,,
1113,69,26,5,21,19,01:32.9,\N,\N,01:32.867,92867,,,,
1114,69,11,8,22,20,01:33.7,\N,\N,01:33.666,93666,,,,
1115,69,33,14,18,21,01:33.7,\N,\N,01:33.709,93709,,,,
1116,69,29,8,23,22,\N,\N,\N,,,,,,
1117,70,13,6,6,1,01:10.6,01:10.8,01:10.7,01:10.643,70643,01:10.775,70775,01:10.680,70680
1118,70,8,1,3,2,01:12.0,01:11.4,01:11.3,01:12.035,72035,01:11.386,71386,01:11.299,71299
1119,70,15,7,8,3,01:11.9,01:11.3,01:11.3,01:11.885,71885,01:11.343,71343,01:11.328,71328
1120,70,4,4,1,4,01:11.8,01:11.1,01:11.6,01:11.791,71791,01:11.148,71148,01:11.567,71567
1121,70,22,11,11,5,01:12.0,01:11.6,01:11.6,01:12.017,72017,01:11.578,71578,01:11.619,71619
1122,70,21,4,2,6,01:12.0,01:11.5,01:11.6,01:12.042,72042,01:11.461,71461,01:11.629,71629
1123,70,23,7,7,7,01:11.7,01:11.5,01:11.7,01:11.713,71713,01:11.550,71550,01:11.695,71695
1124,70,2,2,16,8,01:12.3,01:11.6,01:11.9,01:12.307,72307,01:11.648,71648,01:11.882,71882
1125,70,9,2,17,9,01:12.0,01:11.6,01:12.1,01:12.040,72040,01:11.589,71589,01:12.131,72131
1126,70,30,6,5,10,01:11.6,01:10.3,\N,01:11.565,71565,01:10.313,70313,,
1127,70,17,3,9,11,01:12.0,01:11.6,\N,01:11.973,71973,01:11.650,71650,,
1128,70,37,1,4,12,01:11.8,01:11.7,\N,01:11.825,71825,01:11.658,71658,,
1129,70,3,3,10,13,01:12.0,01:11.7,\N,01:11.974,71974,01:11.679,71679,,
1130,70,18,11,12,14,01:12.1,01:11.7,\N,01:12.085,72085,01:11.742,71742,,
1131,70,38,9,15,15,01:12.5,01:12.6,\N,01:12.530,72530,01:12.591,72591,,
1132,70,24,5,20,16,01:12.9,01:12.9,\N,01:12.855,72855,01:12.861,72861,,
1133,70,26,5,21,17,01:12.9,\N,\N,01:12.856,72856,,,,
1134,70,27,14,19,18,01:13.1,\N,\N,01:13.138,73138,,,,
1135,70,14,9,14,19,01:13.2,\N,\N,01:13.249,73249,,,,
1136,70,11,8,22,20,01:13.3,\N,\N,01:13.269,73269,,,,
1137,70,29,8,23,21,01:13.4,\N,\N,01:13.357,73357,,,,
1138,70,33,14,18,22,\N,\N,\N,,,,,,
1139,77,2,3,8,1,01:30.1,\N,\N,01:30.081,90081,,,,
1140,77,8,1,9,2,01:30.2,\N,\N,01:30.197,90197,,,,
1141,77,17,3,7,3,01:30.4,\N,\N,01:30.368,90368,,,,
1142,77,15,7,16,4,01:30.7,\N,\N,01:30.700,90700,,,,
1143,77,31,1,10,5,01:30.9,\N,\N,01:30.890,90890,,,,
1144,77,4,4,5,6,01:31.1,\N,\N,01:31.056,91056,,,,
1145,77,22,6,2,7,01:31.2,\N,\N,01:31.249,91249,,,,
1146,77,23,7,17,8,01:31.4,\N,\N,01:31.392,91392,,,,
1147,77,21,4,6,9,01:31.6,\N,\N,01:31.566,91566,,,,
1148,77,30,6,1,10,01:31.6,\N,\N,01:31.585,91585,,,,
1149,77,13,15,12,11,01:32.2,\N,\N,01:32.205,92205,,,,
1150,77,14,9,14,12,01:32.6,\N,\N,01:32.553,92553,,,,
1151,77,18,16,3,13,01:32.6,\N,\N,01:32.594,92594,,,,
1152,77,24,9,15,14,01:32.6,\N,\N,01:32.642,92642,,,,
1153,77,35,15,11,15,01:32.9,\N,\N,01:32.891,92891,,,,
1154,77,11,16,4,16,01:32.9,\N,\N,01:32.926,92926,,,,
1155,77,33,17,18,17,01:35.0,\N,\N,01:35.047,95047,,,,
1156,77,40,18,20,18,01:36.0,\N,\N,01:35.954,95954,,,,
1157,77,39,17,19,19,01:36.2,\N,\N,01:36.192,96192,,,,
1158,77,27,18,21,20,01:36.2,\N,\N,01:36.239,96239,,,,
1159,78,18,16,3,1,01:15.2,\N,\N,01:15.217,75217,,,,
1160,78,30,6,1,2,01:15.5,\N,\N,01:15.475,75475,,,,
1161,78,4,4,5,3,01:15.6,\N,\N,01:15.561,75561,,,,
1162,78,21,4,6,4,01:15.6,\N,\N,01:15.577,75577,,,,
1163,78,31,1,10,5,01:15.7,\N,\N,01:15.669,75669,,,,
1164,78,11,16,4,6,01:15.7,\N,\N,01:15.729,75729,,,,
1165,78,8,1,9,7,01:15.9,\N,\N,01:15.923,75923,,,,
1166,78,35,15,11,8,01:16.1,\N,\N,01:16.116,76116,,,,
1167,78,15,7,16,9,01:16.2,\N,\N,01:16.201,76201,,,,
1168,78,23,7,17,10,01:16.4,\N,\N,01:16.362,76362,,,,
1169,78,13,15,12,11,01:16.7,\N,\N,01:16.661,76661,,,,
1170,78,14,9,14,12,01:16.9,\N,\N,01:16.890,76890,,,,
1171,78,2,3,8,13,01:17.1,\N,\N,01:17.081,77081,,,,
1172,78,17,3,7,14,01:17.7,\N,\N,01:17.749,77749,,,,
1173,78,27,18,21,15,01:18.2,\N,\N,01:18.214,78214,,,,
1174,78,32,9,15,16,01:18.2,\N,\N,01:18.249,78249,,,,
1175,78,39,17,19,17,01:18.7,\N,\N,01:18.664,78664,,,,
1176,78,33,17,18,18,01:19.0,\N,\N,01:19.034,79034,,,,
1177,78,40,18,20,19,01:19.6,\N,\N,01:19.574,79574,,,,
1178,78,22,6,2,20,\N,\N,\N,,,,,,
1179,79,15,7,16,1,01:10.6,\N,\N,01:10.625,70625,,,,
1180,79,8,1,9,2,01:10.7,\N,\N,01:10.694,70694,,,,
1181,79,18,16,3,3,01:11.3,\N,\N,01:11.277,71277,,,,
1182,79,21,4,6,4,01:11.3,\N,\N,01:11.290,71290,,,,
1183,79,30,6,1,5,01:11.4,\N,\N,01:11.369,71369,,,,
1184,79,4,4,5,6,01:11.4,\N,\N,01:11.380,71380,,,,
1185,79,22,6,2,7,01:11.4,\N,\N,01:11.431,71431,,,,
1186,79,11,16,4,8,01:11.5,\N,\N,01:11.497,71497,,,,
1187,79,17,3,7,9,01:11.5,\N,\N,01:11.527,71527,,,,
1188,79,13,15,12,10,01:11.6,\N,\N,01:11.555,71555,,,,
1189,79,31,1,10,11,01:11.7,\N,\N,01:11.681,71681,,,,
1190,79,35,15,11,12,01:11.7,\N,\N,01:11.691,71691,,,,
1191,79,41,7,17,13,01:11.8,\N,\N,01:11.754,71754,,,,
1192,79,32,9,15,14,01:12.1,\N,\N,01:12.132,72132,,,,
1193,79,2,3,8,15,01:12.4,\N,\N,01:12.430,72430,,,,
1194,79,14,9,14,16,01:12.7,\N,\N,01:12.682,72682,,,,
1195,79,33,17,18,17,01:13.5,\N,\N,01:13.462,73462,,,,
1196,79,27,18,21,18,01:13.6,\N,\N,01:13.632,73632,,,,
1197,79,39,17,19,19,01:13.8,\N,\N,01:13.776,73776,,,,
1198,79,40,18,20,20,01:14.5,\N,\N,01:14.494,74494,,,,
1199,80,4,4,5,1,01:14.4,\N,\N,01:14.412,74412,,,,
1200,80,15,7,16,2,01:14.5,\N,\N,01:14.521,74521,,,,
1201,80,8,1,9,3,01:14.6,\N,\N,01:14.559,74559,,,,
1202,80,30,6,1,4,01:14.6,\N,\N,01:14.572,74572,,,,
1203,80,11,16,4,5,01:14.7,\N,\N,01:14.655,74655,,,,
1204,80,22,6,2,6,01:14.8,\N,\N,01:14.832,74832,,,,
1205,80,21,4,6,7,01:14.9,\N,\N,01:14.887,74887,,,,
1206,80,18,16,3,8,01:15.1,\N,\N,01:15.051,75051,,,,
1207,80,31,1,10,9,01:15.4,\N,\N,01:15.406,75406,,,,
1208,80,13,15,12,10,01:15.6,\N,\N,01:15.566,75566,,,,
1209,80,35,15,11,11,01:15.7,\N,\N,01:15.699,75699,,,,
1210,80,23,7,17,12,01:15.8,\N,\N,01:15.771,75771,,,,
1211,80,17,3,7,13,01:15.9,\N,\N,01:15.885,75885,,,,
1212,80,2,3,8,14,01:16.2,\N,\N,01:16.207,76207,,,,
1213,80,14,9,14,15,01:16.4,\N,\N,01:16.434,76434,,,,
1214,80,32,9,15,16,01:16.5,\N,\N,01:16.547,76547,,,,
1215,80,39,17,19,17,01:17.9,\N,\N,01:17.857,77857,,,,
1216,80,40,18,20,18,01:18.0,\N,\N,01:17.960,77960,,,,
1217,80,33,17,18,19,01:18.0,\N,\N,01:18.047,78047,,,,
1218,80,27,18,21,20,01:18.3,\N,\N,01:18.335,78335,,,,
1219,81,4,4,5,1,01:19.9,\N,\N,01:19.905,79905,,,,
1220,81,8,1,9,2,01:19.9,\N,\N,01:19.932,79932,,,,
1221,81,18,16,3,3,01:20.2,\N,\N,01:20.207,80207,,,,
1222,81,31,1,10,4,01:20.4,\N,\N,01:20.382,80382,,,,
1223,81,15,7,16,5,01:20.5,\N,\N,01:20.459,80459,,,,
1224,81,22,6,2,6,01:20.9,\N,\N,01:20.906,80906,,,,
1225,81,21,4,6,7,01:21.0,\N,\N,01:21.010,81010,,,,
1226,81,11,16,4,8,01:21.1,\N,\N,01:21.114,81114,,,,
1227,81,23,7,17,9,01:21.2,\N,\N,01:21.191,81191,,,,
1228,81,30,6,1,10,01:21.3,\N,\N,01:21.275,81275,,,,
1229,81,35,15,11,11,01:21.4,\N,\N,01:21.352,81352,,,,
1230,81,17,3,7,12,01:22.0,\N,\N,01:21.997,81997,,,,
1231,81,14,9,14,13,01:22.1,\N,\N,01:22.108,82108,,,,
1232,81,2,3,8,14,01:22.1,\N,\N,01:22.117,82117,,,,
1233,81,32,9,15,15,01:22.2,\N,\N,01:22.207,82207,,,,
1234,81,13,15,12,16,01:22.5,\N,\N,01:22.495,82495,,,,
1235,81,39,17,19,17,01:23.6,\N,\N,01:23.583,83583,,,,
1236,81,27,18,21,18,01:24.6,\N,\N,01:24.576,84576,,,,
1237,81,40,18,20,19,01:25.6,\N,\N,01:25.566,85566,,,,
1238,81,33,17,18,20,\N,\N,\N,,,,,,
1239,82,8,1,9,1,01:14.3,\N,\N,01:14.320,74320,,,,
1240,82,18,16,3,2,01:14.8,\N,\N,01:14.759,74759,,,,
1241,82,4,4,5,3,01:14.9,\N,\N,01:14.904,74904,,,,
1242,82,21,4,6,4,01:14.9,\N,\N,01:14.927,74927,,,,
1243,82,30,6,1,5,01:15.0,\N,\N,01:15.006,75006,,,,
1244,82,17,3,7,6,01:15.1,\N,\N,01:15.070,75070,,,,
1245,82,2,3,8,7,01:15.4,\N,\N,01:15.403,75403,,,,
1246,82,11,16,4,8,01:15.5,\N,\N,01:15.501,75501,,,,
1247,82,15,7,16,9,01:15.5,\N,\N,01:15.532,75532,,,,
1248,82,32,9,15,10,01:15.6,\N,\N,01:15.635,75635,,,,
1249,82,14,9,14,11,01:15.7,\N,\N,01:15.679,75679,,,,
1250,82,23,7,17,12,01:15.7,\N,\N,01:15.689,75689,,,,
1251,82,13,15,12,13,01:16.0,\N,\N,01:16.009,76009,,,,
1252,82,35,15,11,14,01:16.0,\N,\N,01:16.012,76012,,,,
1253,82,22,6,2,15,01:16.2,\N,\N,01:16.230,76230,,,,
1254,82,27,18,21,16,01:17.5,\N,\N,01:17.519,77519,,,,
1255,82,38,18,20,17,01:18.3,\N,\N,01:18.313,78313,,,,
1256,82,33,17,18,18,01:18.6,\N,\N,01:18.599,78599,,,,
1257,82,31,1,10,19,\N,\N,\N,,,,,,
1258,82,39,17,19,20,\N,\N,\N,,,,,,
1259,83,30,6,1,1,01:19.9,\N,\N,01:19.882,79882,,,,
1260,83,31,1,10,2,01:20.8,\N,\N,01:20.779,80779,,,,
1261,83,15,7,16,3,01:20.8,\N,\N,01:20.839,80839,,,,
1262,83,8,1,9,4,01:20.9,\N,\N,01:20.891,80891,,,,
1263,83,23,7,17,5,01:21.0,\N,\N,01:20.964,80964,,,,
1264,83,4,4,5,6,01:21.1,\N,\N,01:21.141,81141,,,,
1265,83,22,6,2,7,01:21.2,\N,\N,01:21.158,81158,,,,
1266,83,18,16,3,8,01:21.3,\N,\N,01:21.302,81302,,,,
1267,83,21,4,6,9,01:21.3,\N,\N,01:21.333,81333,,,,
1268,83,11,16,4,10,01:21.8,\N,\N,01:21.787,81787,,,,
1269,83,32,9,15,11,01:21.9,\N,\N,01:21.937,81937,,,,
1270,83,2,3,8,12,01:22.1,\N,\N,01:22.086,82086,,,,
1271,83,14,9,14,13,01:22.3,\N,\N,01:22.279,82279,,,,
1272,83,13,15,12,14,01:22.6,\N,\N,01:22.565,82565,,,,
1273,83,35,15,11,15,01:22.9,\N,\N,01:22.866,82866,,,,
1274,83,17,3,7,16,01:23.5,\N,\N,01:23.495,83495,,,,
1275,83,27,18,21,17,01:24.4,\N,\N,01:24.443,84443,,,,
1276,83,39,17,19,18,01:25.1,\N,\N,01:25.057,85057,,,,
1277,83,38,18,20,19,01:25.5,\N,\N,01:25.484,85484,,,,
1278,83,33,17,18,20,\N,\N,\N,,,,,,
1279,84,8,1,9,1,01:26.8,\N,\N,01:26.797,86797,,,,
1280,84,21,4,6,2,01:27.0,\N,\N,01:27.039,87039,,,,
1281,84,4,4,5,3,01:27.1,\N,\N,01:27.050,87050,,,,
1282,84,31,1,10,4,01:27.4,\N,\N,01:27.352,87352,,,,
1283,84,15,7,16,5,01:27.5,\N,\N,01:27.501,87501,,,,
1284,84,2,3,8,6,01:27.9,\N,\N,01:27.929,87929,,,,
1285,84,17,3,7,7,01:27.9,\N,\N,01:27.944,87944,,,,
1286,84,13,15,12,8,01:28.4,\N,\N,01:28.419,88419,,,,
1287,84,23,7,17,9,01:28.6,\N,\N,01:28.594,88594,,,,
1288,84,32,9,15,10,01:29.0,\N,\N,01:28.963,88963,,,,
1289,84,22,6,2,11,01:29.4,\N,\N,01:29.369,89369,,,,
1290,84,14,9,14,12,01:29.8,\N,\N,01:29.764,89764,,,,
1291,84,18,16,3,13,01:30.1,\N,\N,01:30.063,90063,,,,
1292,84,11,16,4,14,01:30.2,\N,\N,01:30.175,90175,,,,
1293,84,33,17,18,15,01:30.7,\N,\N,01:30.710,90710,,,,
1294,84,27,18,21,16,01:32.2,\N,\N,01:32.186,92186,,,,
1295,84,38,18,20,17,\N,\N,\N,,,,,,
1296,84,35,15,11,18,\N,\N,\N,,,,,,
1297,84,39,17,19,19,\N,\N,\N,,,,,,
1298,84,30,6,1,20,\N,\N,\N,,,,,,
1299,85,8,1,9,1,01:20.9,\N,\N,01:20.878,80878,,,,
1300,85,31,1,10,2,01:21.1,\N,\N,01:21.054,81054,,,,
1301,85,4,4,5,3,01:21.3,\N,\N,01:21.319,81319,,,,
1302,85,18,16,3,4,01:21.4,\N,\N,01:21.369,81369,,,,
1303,85,11,16,4,5,01:21.5,\N,\N,01:21.477,81477,,,,
1304,85,15,7,16,6,01:21.6,\N,\N,01:21.640,81640,,,,
1305,85,30,6,1,7,01:21.7,\N,\N,01:21.721,81721,,,,
1306,85,22,6,2,8,01:22.0,\N,\N,01:21.962,81962,,,,
1307,85,21,4,6,9,01:22.1,\N,\N,01:22.068,82068,,,,
1308,85,23,7,17,10,01:22.3,\N,\N,01:22.266,82266,,,,
1309,85,14,9,14,11,01:22.3,\N,\N,01:22.304,82304,,,,
1310,85,35,15,11,12,01:22.4,\N,\N,01:22.356,82356,,,,
1311,85,32,9,15,13,01:22.5,\N,\N,01:22.532,82532,,,,
1312,85,17,3,7,14,01:22.6,\N,\N,01:22.560,82560,,,,
1313,85,13,15,12,15,01:23.1,\N,\N,01:23.060,83060,,,,
1314,85,42,3,8,16,01:23.3,\N,\N,01:23.291,83291,,,,
1315,85,33,17,18,17,01:24.7,\N,\N,01:24.666,84666,,,,
1316,85,38,18,20,18,01:24.9,\N,\N,01:24.904,84904,,,,
1317,85,39,17,19,19,01:25.9,\N,\N,01:25.859,85859,,,,
1318,85,27,18,21,20,01:27.0,\N,\N,01:26.964,86964,,,,
1319,86,31,1,10,1,01:46.4,\N,\N,01:46.391,106391,,,,
1320,86,8,1,9,2,01:46.4,\N,\N,01:46.440,106440,,,,
1321,86,21,4,6,3,01:46.5,\N,\N,01:46.497,106497,,,,
1322,86,15,7,16,4,01:46.6,\N,\N,01:46.596,106596,,,,
1323,86,4,4,5,5,01:46.8,\N,\N,01:46.760,106760,,,,
1324,86,23,7,17,6,01:47.4,\N,\N,01:47.401,107401,,,,
1325,86,30,6,1,7,01:47.5,\N,\N,01:47.476,107476,,,,
1326,86,13,15,12,8,01:47.9,\N,\N,01:47.867,107867,,,,
1327,86,18,16,3,9,01:48.0,\N,\N,01:47.978,107978,,,,
1328,86,17,3,7,10,01:48.1,\N,\N,01:48.071,108071,,,,
1329,86,11,16,4,11,01:48.4,\N,\N,01:48.353,108353,,,,
1330,86,14,9,14,12,01:48.5,\N,\N,01:48.508,108508,,,,
1331,86,22,6,2,13,01:48.6,\N,\N,01:48.550,108550,,,,
1332,86,35,15,11,14,01:48.9,\N,\N,01:48.889,108889,,,,
1333,86,42,3,8,15,01:48.9,\N,\N,01:48.898,108898,,,,
1334,86,32,9,15,16,01:49.0,\N,\N,01:48.994,108994,,,,
1335,86,38,18,20,17,01:49.8,\N,\N,01:49.779,109779,,,,
1336,86,27,18,21,18,01:49.8,\N,\N,01:49.842,109842,,,,
1337,86,33,17,18,19,01:51.5,\N,\N,01:51.498,111498,,,,
1338,86,39,17,19,20,01:51.7,\N,\N,01:51.675,111675,,,,
1339,87,4,4,5,1,01:12.0,\N,\N,01:11.988,71988,,,,
1340,87,31,1,10,2,01:12.1,\N,\N,01:12.145,72145,,,,
1341,87,21,4,6,3,01:12.6,\N,\N,01:12.558,72558,,,,
1342,87,18,16,3,4,01:12.7,\N,\N,01:12.696,72696,,,,
1343,87,8,1,9,5,01:12.8,\N,\N,01:12.781,72781,,,,
1344,87,32,9,15,6,01:12.9,\N,\N,01:12.889,72889,,,,
1345,87,30,6,1,7,01:13.0,\N,\N,01:12.976,72976,,,,
1346,87,15,7,16,8,01:13.0,\N,\N,01:13.041,73041,,,,
1347,87,13,15,12,9,01:13.2,\N,\N,01:13.151,73151,,,,
1348,87,22,6,2,10,01:13.2,\N,\N,01:13.183,73183,,,,
1349,87,23,7,17,11,01:13.3,\N,\N,01:13.285,73285,,,,
1350,87,35,15,11,12,01:13.4,\N,\N,01:13.372,73372,,,,
1351,87,33,17,18,13,01:13.4,\N,\N,01:13.387,73387,,,,
1352,87,17,3,7,14,01:13.5,\N,\N,01:13.538,73538,,,,
1353,87,42,3,8,15,01:13.6,\N,\N,01:13.581,73581,,,,
1354,87,14,9,14,16,01:13.8,\N,\N,01:13.844,73844,,,,
1355,87,39,17,19,17,01:14.5,\N,\N,01:14.520,74520,,,,
1356,87,27,18,21,18,01:14.8,\N,\N,01:14.763,74763,,,,
1357,87,11,16,4,19,\N,\N,\N,,,,,,
1358,87,38,18,20,20,\N,\N,\N,,,,,,
1359,88,23,7,17,1,01:46.1,\N,\N,01:46.106,106106,,,,
1360,88,18,16,3,2,01:46.1,\N,\N,01:46.141,106141,,,,
1361,88,21,4,6,3,01:46.3,\N,\N,01:46.276,106276,,,,
1362,88,32,9,15,4,01:46.5,\N,\N,01:46.464,106464,,,,
1363,88,11,16,4,5,01:46.8,\N,\N,01:46.841,106841,,,,
1364,88,14,9,14,6,01:46.9,\N,\N,01:46.892,106892,,,,
1365,88,17,3,7,7,01:47.2,\N,\N,01:47.233,107233,,,,
1366,88,35,15,11,8,01:47.4,\N,\N,01:47.440,107440,,,,
1367,88,22,6,2,9,01:48.2,\N,\N,01:48.248,108248,,,,
1368,88,13,15,12,10,01:48.3,\N,\N,01:48.278,108278,,,,
1369,88,39,17,19,11,01:48.7,\N,\N,01:48.718,108718,,,,
1370,88,42,3,8,12,01:48.9,\N,\N,01:48.898,108898,,,,
1371,88,27,18,21,13,01:50.8,\N,\N,01:50.843,110843,,,,
1372,88,30,6,1,14,01:52.7,\N,\N,01:52.676,112676,,,,
1373,88,38,18,20,15,01:52.9,\N,\N,01:52.894,112894,,,,
1374,88,4,4,5,16,01:54.7,\N,\N,01:54.667,114667,,,,
1375,88,8,1,9,17,02:02.3,\N,\N,02:02.309,122309,,,,
1376,88,31,1,10,18,\N,\N,\N,,,,,,
1377,88,15,7,16,19,\N,\N,\N,,,,,,
1378,88,33,17,18,20,\N,\N,\N,,,,,,
1379,89,4,4,5,1,01:34.1,\N,\N,01:34.080,94080,,,,
1380,89,21,4,6,2,01:34.4,\N,\N,01:34.401,94401,,,,
1381,89,8,1,9,3,01:34.5,\N,\N,01:34.488,94488,,,,
1382,89,18,16,3,4,01:34.8,\N,\N,01:34.801,94801,,,,
1383,89,31,1,10,5,01:35.2,\N,\N,01:35.188,95188,,,,
1384,89,30,6,1,6,01:35.3,\N,\N,01:35.301,95301,,,,
1385,89,14,9,14,7,01:35.4,\N,\N,01:35.428,95428,,,,
1386,89,22,6,2,8,01:35.6,\N,\N,01:35.610,95610,,,,
1387,89,23,7,17,9,01:35.7,\N,\N,01:35.723,95723,,,,
1388,89,17,3,7,10,01:35.7,\N,\N,01:35.739,95739,,,,
1389,89,13,15,12,11,01:35.9,\N,\N,01:35.898,95898,,,,
1390,89,15,7,16,12,01:36.0,\N,\N,01:36.044,96044,,,,
1391,89,42,3,8,13,01:36.4,\N,\N,01:36.445,96445,,,,
1392,89,32,9,15,14,01:36.5,\N,\N,01:36.472,96472,,,,
1393,89,39,17,19,15,01:36.7,\N,\N,01:36.707,96707,,,,
1394,89,35,15,11,16,01:36.8,\N,\N,01:36.788,96788,,,,
1395,89,11,16,4,17,01:37.1,\N,\N,01:37.083,97083,,,,
1396,89,27,18,21,18,01:39.1,\N,\N,01:39.105,99105,,,,
1397,89,33,17,18,19,01:39.2,\N,\N,01:39.233,99233,,,,
1398,89,38,18,20,20,01:39.5,\N,\N,01:39.460,99460,,,,
1399,104,22,6,2,1,01:20.1,\N,\N,01:20.089,80089,,,,
1400,104,31,3,3,2,01:20.6,\N,\N,01:20.620,80620,,,,
1401,104,30,6,1,3,01:20.6,\N,\N,01:20.637,80637,,,,
1402,104,4,4,8,4,01:20.6,\N,\N,01:20.645,80645,,,,
1403,104,11,16,10,5,01:20.7,\N,\N,01:20.715,80715,,,,
1404,104,18,16,9,6,01:20.8,\N,\N,01:20.786,80786,,,,
1405,104,8,1,6,7,01:20.9,\N,\N,01:20.877,80877,,,,
1406,104,42,3,4,8,01:20.9,\N,\N,01:20.888,80888,,,,
1407,104,15,4,7,9,01:21.0,\N,\N,01:21.027,81027,,,,
1408,104,14,1,5,10,01:21.0,\N,\N,01:21.049,81049,,,,
1409,104,41,7,16,11,01:21.5,\N,\N,01:21.520,81520,,,,
1410,104,17,19,14,12,01:21.6,\N,\N,01:21.602,81602,,,,
1411,104,44,7,17,13,01:21.8,\N,\N,01:21.841,81841,,,,
1412,104,32,19,15,14,01:22.0,\N,\N,01:21.989,81989,,,,
1413,104,21,15,11,15,01:22.2,\N,\N,01:22.239,82239,,,,
1414,104,13,15,12,16,01:22.3,\N,\N,01:22.287,82287,,,,
1415,104,2,17,18,17,01:22.3,\N,\N,01:22.301,82301,,,,
1416,104,45,17,19,18,01:23.2,\N,\N,01:23.239,83239,,,,
1417,104,47,18,20,19,01:24.8,\N,\N,01:24.808,84808,,,,
1418,104,46,18,21,20,01:24.9,\N,\N,01:24.910,84910,,,,
1419,109,4,4,8,1,01:37.0,\N,\N,01:37.044,97044,,,,
1420,109,15,4,7,2,01:37.2,\N,\N,01:37.217,97217,,,,
1421,109,30,6,1,3,01:37.4,\N,\N,01:37.393,97393,,,,
1422,109,14,1,5,4,01:37.5,\N,\N,01:37.454,97454,,,,
1423,109,22,6,2,5,01:37.6,\N,\N,01:37.579,97579,,,,
1424,109,2,15,9,6,01:37.8,\N,\N,01:37.766,97766,,,,
1425,109,8,1,6,7,01:37.9,\N,\N,01:37.858,97858,,,,
1426,109,31,3,3,8,01:38.0,\N,\N,01:37.974,97974,,,,
1427,109,18,16,17,9,01:38.1,\N,\N,01:38.073,98073,,,,
1428,109,44,7,20,10,01:38.1,\N,\N,01:38.094,98094,,,,
1429,109,43,7,21,11,01:38.1,\N,\N,01:38.097,98097,,,,
1430,109,35,16,16,12,01:38.3,\N,\N,01:38.289,98289,,,,
1431,109,49,15,10,13,01:38.3,\N,\N,01:38.291,98291,,,,
1432,109,21,17,11,14,01:38.4,\N,\N,01:38.416,98416,,,,
1433,109,42,19,15,15,01:38.5,\N,\N,01:38.516,98516,,,,
1434,109,17,19,14,16,01:38.6,\N,\N,01:38.624,98624,,,,
1435,109,23,3,4,17,01:38.8,\N,\N,01:38.789,98789,,,,
1436,109,50,18,19,18,01:40.4,\N,\N,01:40.417,100417,,,,
1437,109,51,18,18,19,01:40.6,\N,\N,01:40.599,100599,,,,
1438,109,52,17,12,20,01:40.9,\N,\N,01:40.910,100910,,,,
1439,125,30,6,1,1,01:35.3,\N,\N,01:35.266,95266,,,,
1440,125,31,3,6,2,01:35.5,\N,\N,01:35.497,95497,,,,
1441,125,22,6,2,3,01:35.9,\N,\N,01:35.891,95891,,,,
1442,125,23,3,3,4,01:36.0,\N,\N,01:36.028,96028,,,,
1443,125,8,1,4,5,01:36.5,\N,\N,01:36.468,96468,,,,
1444,125,14,1,3,6,01:36.5,\N,\N,01:36.477,96477,,,,
1445,125,2,15,7,7,01:37.2,\N,\N,01:37.199,97199,,,,
1446,125,18,4,15,8,01:37.2,\N,\N,01:37.245,97245,,,,
1447,125,21,17,9,9,01:37.5,\N,\N,01:37.536,97536,,,,
1448,125,63,7,24,10,01:37.7,\N,\N,01:37.694,97694,,,,
1449,125,49,21,20,11,01:37.9,\N,\N,01:37.919,97919,,,,
1450,125,15,4,14,12,01:37.9,\N,\N,01:37.920,97920,,,,
1451,125,35,16,11,13,01:38.0,\N,\N,01:38.039,98039,,,,
1452,125,13,15,8,14,01:38.1,\N,\N,01:38.057,98057,,,,
1453,125,11,17,10,15,01:38.1,\N,\N,01:38.141,98141,,,,
1454,125,59,21,21,16,01:38.3,\N,\N,01:38.284,98284,,,,
1455,125,37,19,17,17,01:38.4,\N,\N,01:38.374,98374,,,,
1456,125,44,16,12,18,01:38.4,\N,\N,01:38.390,98390,,,,
1457,125,66,7,25,19,01:39.0,\N,\N,01:38.959,98959,,,,
